
Minimum time:  760	(0.076 ms)

Test #		Time
3338:		834	(0.0834 ms)
3339:		802	(0.0802 ms)
3340:		798	(0.0798 ms)
3341:		840	(0.084 ms)
3342:		800	(0.08 ms)
3343:		802	(0.0802 ms)
3344:		834	(0.0834 ms)
3345:		769	(0.0769 ms)
3346:		763	(0.0763 ms)
3347:		847	(0.0847 ms)
3348:		805	(0.0805 ms)
3349:		800	(0.08 ms)
3350:		841	(0.0841 ms)
3351:		805	(0.0805 ms)
3352:		804	(0.0804 ms)
3353:		800	(0.08 ms)
3354:		842	(0.0842 ms)
3355:		803	(0.0803 ms)
3356:		803	(0.0803 ms)
3357:		834	(0.0834 ms)
3358:		805	(0.0805 ms)
3359:		818	(0.0818 ms)
3360:		849	(0.0849 ms)
3361:		811	(0.0811 ms)
3362:		802	(0.0802 ms)
3363:		844	(0.0844 ms)
3364:		806	(0.0806 ms)
3365:		804	(0.0804 ms)
3366:		852	(0.0852 ms)
3367:		805	(0.0805 ms)
3368:		802	(0.0802 ms)
3369:		843	(0.0843 ms)
3370:		807	(0.0807 ms)
3371:		804	(0.0804 ms)
3372:		857	(0.0857 ms)
3373:		850	(0.085 ms)
3374:		835	(0.0835 ms)
3375:		856	(0.0856 ms)
3376:		817	(0.0817 ms)
3377:		805	(0.0805 ms)
3378:		858	(0.0858 ms)
3379:		809	(0.0809 ms)
3380:		806	(0.0806 ms)
3381:		843	(0.0843 ms)
3382:		809	(0.0809 ms)
3383:		802	(0.0802 ms)
3384:		857	(0.0857 ms)
3385:		1152	(0.1152 ms)
3386:		799	(0.0799 ms)
3387:		843	(0.0843 ms)
3388:		805	(0.0805 ms)
3389:		802	(0.0802 ms)
3390:		806	(0.0806 ms)
3391:		843	(0.0843 ms)
3392:		800	(0.08 ms)
3393:		795	(0.0795 ms)
3394:		850	(0.085 ms)
3395:		803	(0.0803 ms)
3396:		817	(0.0817 ms)
3397:		849	(0.0849 ms)
3398:		804	(0.0804 ms)
3399:		807	(0.0807 ms)
3400:		840	(0.084 ms)
3401:		805	(0.0805 ms)
3402:		806	(0.0806 ms)
3403:		839	(0.0839 ms)
3404:		829	(0.0829 ms)
3405:		809	(0.0809 ms)
3406:		845	(0.0845 ms)
3407:		807	(0.0807 ms)
3408:		854	(0.0854 ms)
3409:		848	(0.0848 ms)
3410:		804	(0.0804 ms)
3411:		808	(0.0808 ms)
3412:		846	(0.0846 ms)
3413:		807	(0.0807 ms)
3414:		804	(0.0804 ms)
3415:		839	(0.0839 ms)
3416:		810	(0.081 ms)
3417:		805	(0.0805 ms)
3418:		836	(0.0836 ms)
3419:		807	(0.0807 ms)
3420:		816	(0.0816 ms)
3421:		851	(0.0851 ms)
3422:		806	(0.0806 ms)
3423:		804	(0.0804 ms)
3424:		804	(0.0804 ms)
3425:		845	(0.0845 ms)
3426:		806	(0.0806 ms)
3427:		800	(0.08 ms)
3428:		842	(0.0842 ms)
3429:		810	(0.081 ms)
3430:		801	(0.0801 ms)
3431:		868	(0.0868 ms)
3432:		813	(0.0813 ms)
3433:		808	(0.0808 ms)
3434:		838	(0.0838 ms)
3435:		806	(0.0806 ms)
3436:		802	(0.0802 ms)
3437:		846	(0.0846 ms)
3438:		808	(0.0808 ms)
3439:		801	(0.0801 ms)
3440:		852	(0.0852 ms)
3441:		800	(0.08 ms)
3442:		802	(0.0802 ms)
3443:		839	(0.0839 ms)
3444:		802	(0.0802 ms)
3445:		811	(0.0811 ms)
3446:		844	(0.0844 ms)
3447:		802	(0.0802 ms)
3448:		799	(0.0799 ms)
3449:		841	(0.0841 ms)
3450:		800	(0.08 ms)
3451:		796	(0.0796 ms)
3452:		835	(0.0835 ms)
3453:		803	(0.0803 ms)
3454:		799	(0.0799 ms)
3455:		802	(0.0802 ms)
3456:		849	(0.0849 ms)
3457:		814	(0.0814 ms)
3458:		805	(0.0805 ms)
3459:		848	(0.0848 ms)
3460:		805	(0.0805 ms)
3461:		802	(0.0802 ms)
3462:		837	(0.0837 ms)
3463:		802	(0.0802 ms)
3464:		804	(0.0804 ms)
3465:		839	(0.0839 ms)
3466:		803	(0.0803 ms)
3467:		800	(0.08 ms)
3468:		838	(0.0838 ms)
3469:		817	(0.0817 ms)
3470:		805	(0.0805 ms)
3471:		851	(0.0851 ms)
3472:		805	(0.0805 ms)
3473:		806	(0.0806 ms)
3474:		850	(0.085 ms)
3475:		808	(0.0808 ms)
3476:		806	(0.0806 ms)
3477:		838	(0.0838 ms)
3478:		799	(0.0799 ms)
3479:		802	(0.0802 ms)
3480:		839	(0.0839 ms)
3481:		1091	(0.1091 ms)
3482:		962	(0.0962 ms)
3483:		848	(0.0848 ms)
3484:		803	(0.0803 ms)
3485:		802	(0.0802 ms)
3486:		855	(0.0855 ms)
3487:		811	(0.0811 ms)
3488:		806	(0.0806 ms)
3489:		804	(0.0804 ms)
3490:		841	(0.0841 ms)
3491:		803	(0.0803 ms)
3492:		805	(0.0805 ms)
3493:		853	(0.0853 ms)
3494:		806	(0.0806 ms)
3495:		805	(0.0805 ms)
3496:		844	(0.0844 ms)
3497:		804	(0.0804 ms)
3498:		798	(0.0798 ms)
3499:		835	(0.0835 ms)
3500:		807	(0.0807 ms)
3501:		801	(0.0801 ms)
3502:		853	(0.0853 ms)
3503:		809	(0.0809 ms)
3504:		800	(0.08 ms)
3505:		850	(0.085 ms)
3506:		805	(0.0805 ms)
3507:		801	(0.0801 ms)
3508:		837	(0.0837 ms)
3509:		802	(0.0802 ms)
3510:		801	(0.0801 ms)
3511:		839	(0.0839 ms)
3512:		809	(0.0809 ms)
3513:		805	(0.0805 ms)
3514:		841	(0.0841 ms)
3515:		802	(0.0802 ms)
3516:		799	(0.0799 ms)
3517:		849	(0.0849 ms)
3518:		807	(0.0807 ms)
3519:		799	(0.0799 ms)
3520:		804	(0.0804 ms)
3521:		842	(0.0842 ms)
3522:		800	(0.08 ms)
3523:		797	(0.0797 ms)
3524:		840	(0.084 ms)
3525:		802	(0.0802 ms)
3526:		803	(0.0803 ms)
3527:		839	(0.0839 ms)
3528:		807	(0.0807 ms)
3529:		805	(0.0805 ms)
3530:		882	(0.0882 ms)
3531:		800	(0.08 ms)
3532:		802	(0.0802 ms)
3533:		838	(0.0838 ms)
3534:		804	(0.0804 ms)
3535:		804	(0.0804 ms)
3536:		849	(0.0849 ms)
3537:		808	(0.0808 ms)
3538:		807	(0.0807 ms)
3539:		841	(0.0841 ms)
3540:		810	(0.081 ms)
3541:		801	(0.0801 ms)
3542:		848	(0.0848 ms)
3543:		804	(0.0804 ms)
3544:		806	(0.0806 ms)
3545:		835	(0.0835 ms)
3546:		805	(0.0805 ms)
3547:		801	(0.0801 ms)
3548:		837	(0.0837 ms)
3549:		810	(0.081 ms)
3550:		808	(0.0808 ms)
3551:		807	(0.0807 ms)
3552:		854	(0.0854 ms)
3553:		805	(0.0805 ms)
3554:		815	(0.0815 ms)
3555:		810	(0.081 ms)
3556:		798	(0.0798 ms)
3557:		805	(0.0805 ms)
3558:		845	(0.0845 ms)
3559:		809	(0.0809 ms)
3560:		805	(0.0805 ms)
3561:		840	(0.084 ms)
3562:		807	(0.0807 ms)
3563:		808	(0.0808 ms)
3564:		844	(0.0844 ms)
3565:		807	(0.0807 ms)
3566:		829	(0.0829 ms)
3567:		850	(0.085 ms)
3568:		810	(0.081 ms)
3569:		803	(0.0803 ms)
3570:		861	(0.0861 ms)
3571:		809	(0.0809 ms)
3572:		805	(0.0805 ms)
3573:		842	(0.0842 ms)
3574:		809	(0.0809 ms)
3575:		803	(0.0803 ms)
3576:		840	(0.084 ms)
3577:		809	(0.0809 ms)
3578:		812	(0.0812 ms)
3579:		839	(0.0839 ms)
3580:		805	(0.0805 ms)
3581:		801	(0.0801 ms)
3582:		805	(0.0805 ms)
3583:		839	(0.0839 ms)
3584:		806	(0.0806 ms)
3585:		805	(0.0805 ms)
3586:		854	(0.0854 ms)
3587:		807	(0.0807 ms)
3588:		805	(0.0805 ms)
3589:		844	(0.0844 ms)
3590:		808	(0.0808 ms)
3591:		817	(0.0817 ms)
3592:		846	(0.0846 ms)
3593:		809	(0.0809 ms)
3594:		805	(0.0805 ms)
3595:		844	(0.0844 ms)
3596:		811	(0.0811 ms)
3597:		803	(0.0803 ms)
3598:		838	(0.0838 ms)
3599:		811	(0.0811 ms)
3600:		807	(0.0807 ms)
3601:		850	(0.085 ms)
3602:		819	(0.0819 ms)
3603:		814	(0.0814 ms)
3604:		848	(0.0848 ms)
3605:		806	(0.0806 ms)
3606:		808	(0.0808 ms)
3607:		846	(0.0846 ms)
3608:		810	(0.081 ms)
3609:		808	(0.0808 ms)
3610:		841	(0.0841 ms)
3611:		816	(0.0816 ms)
3612:		810	(0.081 ms)
3613:		838	(0.0838 ms)
3614:		809	(0.0809 ms)
3615:		816	(0.0816 ms)
3616:		847	(0.0847 ms)
3617:		810	(0.081 ms)
3618:		802	(0.0802 ms)
3619:		804	(0.0804 ms)
3620:		851	(0.0851 ms)
3621:		804	(0.0804 ms)
3622:		806	(0.0806 ms)
3623:		847	(0.0847 ms)
3624:		803	(0.0803 ms)
3625:		804	(0.0804 ms)
3626:		836	(0.0836 ms)
3627:		814	(0.0814 ms)
3628:		807	(0.0807 ms)
3629:		847	(0.0847 ms)
3630:		809	(0.0809 ms)
3631:		802	(0.0802 ms)
3632:		841	(0.0841 ms)
3633:		804	(0.0804 ms)
3634:		802	(0.0802 ms)
3635:		856	(0.0856 ms)
3636:		809	(0.0809 ms)
3637:		806	(0.0806 ms)
3638:		838	(0.0838 ms)
3639:		816	(0.0816 ms)
3640:		807	(0.0807 ms)
3641:		842	(0.0842 ms)
3642:		806	(0.0806 ms)
3643:		800	(0.08 ms)
3644:		843	(0.0843 ms)
3645:		804	(0.0804 ms)
3646:		804	(0.0804 ms)
3647:		843	(0.0843 ms)
3648:		805	(0.0805 ms)
3649:		805	(0.0805 ms)
3650:		808	(0.0808 ms)
3651:		849	(0.0849 ms)
3652:		818	(0.0818 ms)
3653:		807	(0.0807 ms)
3654:		848	(0.0848 ms)
3655:		805	(0.0805 ms)
3656:		804	(0.0804 ms)
3657:		838	(0.0838 ms)
3658:		784	(0.0784 ms)
3659:		765	(0.0765 ms)
3660:		804	(0.0804 ms)
3661:		769	(0.0769 ms)
3662:		765	(0.0765 ms)
3663:		832	(0.0832 ms)
3664:		1174	(0.1174 ms)
3665:		920	(0.092 ms)
3666:		849	(0.0849 ms)
3667:		811	(0.0811 ms)
3668:		802	(0.0802 ms)
3669:		844	(0.0844 ms)
3670:		807	(0.0807 ms)
3671:		801	(0.0801 ms)
3672:		859	(0.0859 ms)
3673:		808	(0.0808 ms)
3674:		804	(0.0804 ms)
3675:		848	(0.0848 ms)
3676:		798	(0.0798 ms)
3677:		802	(0.0802 ms)
3678:		804	(0.0804 ms)
3679:		842	(0.0842 ms)
3680:		805	(0.0805 ms)
3681:		803	(0.0803 ms)
3682:		853	(0.0853 ms)
3683:		802	(0.0802 ms)
3684:		799	(0.0799 ms)
3685:		850	(0.085 ms)
3686:		806	(0.0806 ms)
3687:		797	(0.0797 ms)
3688:		850	(0.085 ms)
3689:		806	(0.0806 ms)
3690:		804	(0.0804 ms)
3691:		838	(0.0838 ms)
3692:		804	(0.0804 ms)
3693:		803	(0.0803 ms)
3694:		840	(0.084 ms)
3695:		807	(0.0807 ms)
3696:		801	(0.0801 ms)
3697:		849	(0.0849 ms)
3698:		807	(0.0807 ms)
3699:		802	(0.0802 ms)
3700:		856	(0.0856 ms)
3701:		803	(0.0803 ms)
3702:		802	(0.0802 ms)
3703:		844	(0.0844 ms)
3704:		803	(0.0803 ms)
3705:		798	(0.0798 ms)
3706:		839	(0.0839 ms)
3707:		803	(0.0803 ms)
3708:		804	(0.0804 ms)
3709:		803	(0.0803 ms)
3710:		840	(0.084 ms)
3711:		806	(0.0806 ms)
3712:		815	(0.0815 ms)
3713:		845	(0.0845 ms)
3714:		806	(0.0806 ms)
3715:		799	(0.0799 ms)
3716:		845	(0.0845 ms)
3717:		806	(0.0806 ms)
3718:		802	(0.0802 ms)
3719:		839	(0.0839 ms)
3720:		805	(0.0805 ms)
3721:		804	(0.0804 ms)
3722:		845	(0.0845 ms)
3723:		811	(0.0811 ms)
3724:		820	(0.082 ms)
3725:		850	(0.085 ms)
3726:		809	(0.0809 ms)
3727:		803	(0.0803 ms)
3728:		840	(0.084 ms)
3729:		810	(0.081 ms)
3730:		801	(0.0801 ms)
3731:		855	(0.0855 ms)
3732:		807	(0.0807 ms)
3733:		804	(0.0804 ms)
3734:		845	(0.0845 ms)
3735:		803	(0.0803 ms)
3736:		801	(0.0801 ms)
3737:		843	(0.0843 ms)
3738:		807	(0.0807 ms)
3739:		800	(0.08 ms)
3740:		783	(0.0783 ms)
3741:		843	(0.0843 ms)
3742:		804	(0.0804 ms)
3743:		801	(0.0801 ms)
3744:		837	(0.0837 ms)
3745:		789	(0.0789 ms)
3746:		806	(0.0806 ms)
3747:		846	(0.0846 ms)
3748:		808	(0.0808 ms)
3749:		818	(0.0818 ms)
3750:		843	(0.0843 ms)
3751:		807	(0.0807 ms)
3752:		804	(0.0804 ms)
3753:		838	(0.0838 ms)
3754:		807	(0.0807 ms)
3755:		801	(0.0801 ms)
3756:		840	(0.084 ms)
3757:		804	(0.0804 ms)
3758:		807	(0.0807 ms)
3759:		838	(0.0838 ms)
3760:		806	(0.0806 ms)
3761:		815	(0.0815 ms)
3762:		848	(0.0848 ms)
3763:		807	(0.0807 ms)
3764:		811	(0.0811 ms)
3765:		849	(0.0849 ms)
3766:		807	(0.0807 ms)
3767:		802	(0.0802 ms)
3768:		840	(0.084 ms)
3769:		792	(0.0792 ms)
3770:		805	(0.0805 ms)
3771:		808	(0.0808 ms)
3772:		840	(0.084 ms)
3773:		806	(0.0806 ms)
3774:		812	(0.0812 ms)
3775:		842	(0.0842 ms)
3776:		808	(0.0808 ms)
3777:		803	(0.0803 ms)
3778:		845	(0.0845 ms)
3779:		793	(0.0793 ms)
3780:		786	(0.0786 ms)
3781:		866	(0.0866 ms)
3782:		809	(0.0809 ms)
3783:		801	(0.0801 ms)
3784:		840	(0.084 ms)
3785:		807	(0.0807 ms)
3786:		812	(0.0812 ms)
3787:		841	(0.0841 ms)
3788:		809	(0.0809 ms)
3789:		805	(0.0805 ms)
3790:		837	(0.0837 ms)
3791:		808	(0.0808 ms)
3792:		803	(0.0803 ms)
3793:		846	(0.0846 ms)
3794:		807	(0.0807 ms)
3795:		800	(0.08 ms)
3796:		844	(0.0844 ms)
3797:		807	(0.0807 ms)
3798:		808	(0.0808 ms)
3799:		846	(0.0846 ms)
3800:		805	(0.0805 ms)
3801:		803	(0.0803 ms)
3802:		808	(0.0808 ms)
3803:		838	(0.0838 ms)
3804:		801	(0.0801 ms)
3805:		807	(0.0807 ms)
3806:		835	(0.0835 ms)
3807:		803	(0.0803 ms)
3808:		803	(0.0803 ms)
3809:		840	(0.084 ms)
3810:		812	(0.0812 ms)
3811:		804	(0.0804 ms)
3812:		845	(0.0845 ms)
3813:		803	(0.0803 ms)
3814:		805	(0.0805 ms)
3815:		848	(0.0848 ms)
3816:		802	(0.0802 ms)
3817:		806	(0.0806 ms)
3818:		841	(0.0841 ms)
3819:		801	(0.0801 ms)
3820:		806	(0.0806 ms)
3821:		843	(0.0843 ms)
3822:		814	(0.0814 ms)
3823:		805	(0.0805 ms)
3824:		842	(0.0842 ms)
3825:		802	(0.0802 ms)
3826:		804	(0.0804 ms)
3827:		838	(0.0838 ms)
3828:		785	(0.0785 ms)
3829:		789	(0.0789 ms)
3830:		849	(0.0849 ms)
3831:		814	(0.0814 ms)
3832:		805	(0.0805 ms)
3833:		798	(0.0798 ms)
3834:		837	(0.0837 ms)
3835:		819	(0.0819 ms)
3836:		805	(0.0805 ms)
3837:		843	(0.0843 ms)
3838:		800	(0.08 ms)
3839:		799	(0.0799 ms)
3840:		847	(0.0847 ms)
3841:		809	(0.0809 ms)
3842:		803	(0.0803 ms)
3843:		840	(0.084 ms)
3844:		803	(0.0803 ms)
3845:		803	(0.0803 ms)
3846:		852	(0.0852 ms)
3847:		1202	(0.1202 ms)
3848:		803	(0.0803 ms)
3849:		857	(0.0857 ms)
3850:		810	(0.081 ms)
3851:		803	(0.0803 ms)
3852:		841	(0.0841 ms)
3853:		806	(0.0806 ms)
3854:		806	(0.0806 ms)
3855:		847	(0.0847 ms)
3856:		810	(0.081 ms)
3857:		801	(0.0801 ms)
3858:		848	(0.0848 ms)
3859:		805	(0.0805 ms)
3860:		800	(0.08 ms)
3861:		856	(0.0856 ms)
3862:		804	(0.0804 ms)
3863:		806	(0.0806 ms)
3864:		840	(0.084 ms)
3865:		806	(0.0806 ms)
3866:		800	(0.08 ms)
3867:		800	(0.08 ms)
3868:		838	(0.0838 ms)
3869:		803	(0.0803 ms)
3870:		801	(0.0801 ms)
3871:		846	(0.0846 ms)
3872:		804	(0.0804 ms)
3873:		805	(0.0805 ms)
3874:		848	(0.0848 ms)
3875:		804	(0.0804 ms)
3876:		804	(0.0804 ms)
3877:		849	(0.0849 ms)
3878:		806	(0.0806 ms)
3879:		807	(0.0807 ms)
3880:		846	(0.0846 ms)
3881:		806	(0.0806 ms)
3882:		809	(0.0809 ms)
3883:		850	(0.085 ms)
3884:		809	(0.0809 ms)
3885:		803	(0.0803 ms)
3886:		834	(0.0834 ms)
3887:		804	(0.0804 ms)
3888:		803	(0.0803 ms)
3889:		837	(0.0837 ms)
3890:		803	(0.0803 ms)
3891:		802	(0.0802 ms)
3892:		839	(0.0839 ms)
3893:		807	(0.0807 ms)
3894:		799	(0.0799 ms)
3895:		857	(0.0857 ms)
3896:		808	(0.0808 ms)
3897:		802	(0.0802 ms)
3898:		800	(0.08 ms)
3899:		841	(0.0841 ms)
3900:		800	(0.08 ms)
3901:		806	(0.0806 ms)
3902:		838	(0.0838 ms)
3903:		804	(0.0804 ms)
3904:		804	(0.0804 ms)
3905:		839	(0.0839 ms)
3906:		804	(0.0804 ms)
3907:		804	(0.0804 ms)
3908:		850	(0.085 ms)
3909:		804	(0.0804 ms)
3910:		804	(0.0804 ms)
3911:		857	(0.0857 ms)
3912:		808	(0.0808 ms)
3913:		799	(0.0799 ms)
3914:		868	(0.0868 ms)
3915:		806	(0.0806 ms)
3916:		802	(0.0802 ms)
3917:		843	(0.0843 ms)
3918:		806	(0.0806 ms)
3919:		813	(0.0813 ms)
3920:		840	(0.084 ms)
3921:		802	(0.0802 ms)
3922:		804	(0.0804 ms)
3923:		837	(0.0837 ms)
3924:		801	(0.0801 ms)
3925:		802	(0.0802 ms)
3926:		830	(0.083 ms)
3927:		807	(0.0807 ms)
3928:		801	(0.0801 ms)
3929:		802	(0.0802 ms)
3930:		843	(0.0843 ms)
3931:		807	(0.0807 ms)
3932:		816	(0.0816 ms)
3933:		847	(0.0847 ms)
3934:		803	(0.0803 ms)
3935:		811	(0.0811 ms)
3936:		837	(0.0837 ms)
3937:		805	(0.0805 ms)
3938:		807	(0.0807 ms)
3939:		840	(0.084 ms)
3940:		804	(0.0804 ms)
3941:		805	(0.0805 ms)
3942:		846	(0.0846 ms)
3943:		805	(0.0805 ms)
3944:		812	(0.0812 ms)
3945:		810	(0.081 ms)
3946:		773	(0.0773 ms)
3947:		781	(0.0781 ms)
3948:		839	(0.0839 ms)
3949:		807	(0.0807 ms)
3950:		801	(0.0801 ms)
3951:		837	(0.0837 ms)
3952:		806	(0.0806 ms)
3953:		805	(0.0805 ms)
3954:		838	(0.0838 ms)
3955:		815	(0.0815 ms)
3956:		803	(0.0803 ms)
3957:		819	(0.0819 ms)
3958:		847	(0.0847 ms)
3959:		808	(0.0808 ms)
3960:		804	(0.0804 ms)
3961:		852	(0.0852 ms)
3962:		804	(0.0804 ms)
3963:		805	(0.0805 ms)
3964:		840	(0.084 ms)
3965:		805	(0.0805 ms)
3966:		805	(0.0805 ms)
3967:		838	(0.0838 ms)
3968:		805	(0.0805 ms)
3969:		819	(0.0819 ms)
3970:		847	(0.0847 ms)
3971:		804	(0.0804 ms)
3972:		805	(0.0805 ms)
3973:		839	(0.0839 ms)
3974:		802	(0.0802 ms)
3975:		804	(0.0804 ms)
3976:		856	(0.0856 ms)
3977:		808	(0.0808 ms)
3978:		800	(0.08 ms)
3979:		844	(0.0844 ms)
3980:		803	(0.0803 ms)
3981:		808	(0.0808 ms)
3982:		832	(0.0832 ms)
3983:		807	(0.0807 ms)
3984:		801	(0.0801 ms)
3985:		838	(0.0838 ms)
3986:		804	(0.0804 ms)
3987:		800	(0.08 ms)
3988:		801	(0.0801 ms)
3989:		834	(0.0834 ms)
3990:		803	(0.0803 ms)
3991:		802	(0.0802 ms)
3992:		855	(0.0855 ms)
3993:		817	(0.0817 ms)
3994:		805	(0.0805 ms)
3995:		849	(0.0849 ms)
3996:		802	(0.0802 ms)
3997:		800	(0.08 ms)
3998:		806	(0.0806 ms)
3999:		805	(0.0805 ms)
4000:		801	(0.0801 ms)
4001:		839	(0.0839 ms)
4002:		807	(0.0807 ms)
4003:		803	(0.0803 ms)
4004:		841	(0.0841 ms)
4005:		812	(0.0812 ms)
4006:		815	(0.0815 ms)
4007:		846	(0.0846 ms)
4008:		806	(0.0806 ms)
4009:		802	(0.0802 ms)
4010:		849	(0.0849 ms)
4011:		808	(0.0808 ms)
4012:		802	(0.0802 ms)
4013:		837	(0.0837 ms)
4014:		805	(0.0805 ms)
4015:		803	(0.0803 ms)
4016:		834	(0.0834 ms)
4017:		806	(0.0806 ms)
4018:		809	(0.0809 ms)
4019:		798	(0.0798 ms)
4020:		839	(0.0839 ms)
4021:		803	(0.0803 ms)
4022:		803	(0.0803 ms)
4023:		839	(0.0839 ms)
4024:		802	(0.0802 ms)
4025:		804	(0.0804 ms)
4026:		858	(0.0858 ms)
4027:		807	(0.0807 ms)
4028:		797	(0.0797 ms)
4029:		846	(0.0846 ms)
4030:		1048	(0.1048 ms)
4031:		1003	(0.1003 ms)
4032:		846	(0.0846 ms)
4033:		805	(0.0805 ms)
4034:		806	(0.0806 ms)
4035:		848	(0.0848 ms)
4036:		804	(0.0804 ms)
4037:		803	(0.0803 ms)
4038:		848	(0.0848 ms)
4039:		807	(0.0807 ms)
4040:		801	(0.0801 ms)
4041:		849	(0.0849 ms)
4042:		815	(0.0815 ms)
4043:		805	(0.0805 ms)
4044:		842	(0.0842 ms)
4045:		806	(0.0806 ms)
4046:		802	(0.0802 ms)
4047:		846	(0.0846 ms)
4048:		807	(0.0807 ms)
4049:		805	(0.0805 ms)
4050:		804	(0.0804 ms)
4051:		833	(0.0833 ms)
4052:		807	(0.0807 ms)
4053:		803	(0.0803 ms)
4054:		850	(0.085 ms)
4055:		807	(0.0807 ms)
4056:		803	(0.0803 ms)
4057:		859	(0.0859 ms)
4058:		808	(0.0808 ms)
4059:		800	(0.08 ms)
4060:		841	(0.0841 ms)
4061:		804	(0.0804 ms)
4062:		764	(0.0764 ms)
4063:		832	(0.0832 ms)
4064:		810	(0.081 ms)
4065:		807	(0.0807 ms)
4066:		850	(0.085 ms)
4067:		807	(0.0807 ms)
4068:		805	(0.0805 ms)
4069:		846	(0.0846 ms)
4070:		804	(0.0804 ms)
4071:		801	(0.0801 ms)
4072:		848	(0.0848 ms)
4073:		809	(0.0809 ms)
4074:		799	(0.0799 ms)
4075:		840	(0.084 ms)
4076:		809	(0.0809 ms)
4077:		801	(0.0801 ms)
4078:		849	(0.0849 ms)
4079:		810	(0.081 ms)
4080:		804	(0.0804 ms)
4081:		806	(0.0806 ms)
4082:		842	(0.0842 ms)
4083:		807	(0.0807 ms)
4084:		805	(0.0805 ms)
4085:		839	(0.0839 ms)
4086:		810	(0.081 ms)
4087:		804	(0.0804 ms)
4088:		852	(0.0852 ms)
4089:		811	(0.0811 ms)
4090:		821	(0.0821 ms)
4091:		842	(0.0842 ms)
4092:		790	(0.079 ms)
4093:		806	(0.0806 ms)
4094:		844	(0.0844 ms)
4095:		803	(0.0803 ms)
4096:		805	(0.0805 ms)
4097:		843	(0.0843 ms)
4098:		803	(0.0803 ms)
4099:		809	(0.0809 ms)
4100:		838	(0.0838 ms)
4101:		809	(0.0809 ms)
4102:		807	(0.0807 ms)
4103:		851	(0.0851 ms)
4104:		804	(0.0804 ms)
4105:		806	(0.0806 ms)
4106:		855	(0.0855 ms)
4107:		806	(0.0806 ms)
4108:		802	(0.0802 ms)
4109:		844	(0.0844 ms)
4110:		807	(0.0807 ms)
4111:		803	(0.0803 ms)
4112:		837	(0.0837 ms)
4113:		805	(0.0805 ms)
4114:		799	(0.0799 ms)
4115:		812	(0.0812 ms)
4116:		836	(0.0836 ms)
4117:		806	(0.0806 ms)
4118:		800	(0.08 ms)
4119:		843	(0.0843 ms)
4120:		810	(0.081 ms)
4121:		804	(0.0804 ms)
4122:		851	(0.0851 ms)
4123:		801	(0.0801 ms)
4124:		805	(0.0805 ms)
4125:		850	(0.085 ms)
4126:		806	(0.0806 ms)
4127:		817	(0.0817 ms)
4128:		845	(0.0845 ms)
4129:		809	(0.0809 ms)
4130:		806	(0.0806 ms)
4131:		844	(0.0844 ms)
4132:		809	(0.0809 ms)
4133:		801	(0.0801 ms)
4134:		840	(0.084 ms)
4135:		803	(0.0803 ms)
4136:		800	(0.08 ms)
4137:		844	(0.0844 ms)
4138:		806	(0.0806 ms)
4139:		815	(0.0815 ms)
4140:		851	(0.0851 ms)
4141:		808	(0.0808 ms)
4142:		802	(0.0802 ms)
4143:		843	(0.0843 ms)
4144:		805	(0.0805 ms)
4145:		804	(0.0804 ms)
4146:		802	(0.0802 ms)
4147:		840	(0.084 ms)
4148:		803	(0.0803 ms)
4149:		803	(0.0803 ms)
4150:		840	(0.084 ms)
4151:		802	(0.0802 ms)
4152:		814	(0.0814 ms)
4153:		841	(0.0841 ms)
4154:		808	(0.0808 ms)
4155:		804	(0.0804 ms)
4156:		884	(0.0884 ms)
4157:		807	(0.0807 ms)
4158:		809	(0.0809 ms)
4159:		844	(0.0844 ms)
4160:		804	(0.0804 ms)
4161:		802	(0.0802 ms)
4162:		841	(0.0841 ms)
4163:		806	(0.0806 ms)
4164:		812	(0.0812 ms)
4165:		848	(0.0848 ms)
4166:		804	(0.0804 ms)
4167:		800	(0.08 ms)
4168:		839	(0.0839 ms)
4169:		804	(0.0804 ms)
4170:		804	(0.0804 ms)
4171:		854	(0.0854 ms)
4172:		807	(0.0807 ms)
4173:		806	(0.0806 ms)
4174:		839	(0.0839 ms)
4175:		809	(0.0809 ms)
4176:		815	(0.0815 ms)
4177:		833	(0.0833 ms)
4178:		804	(0.0804 ms)
4179:		803	(0.0803 ms)
4180:		807	(0.0807 ms)
4181:		834	(0.0834 ms)
4182:		781	(0.0781 ms)
4183:		801	(0.0801 ms)
4184:		832	(0.0832 ms)
4185:		785	(0.0785 ms)
4186:		801	(0.0801 ms)
4187:		847	(0.0847 ms)
4188:		816	(0.0816 ms)
4189:		804	(0.0804 ms)
4190:		845	(0.0845 ms)
4191:		771	(0.0771 ms)
4192:		763	(0.0763 ms)
4193:		822	(0.0822 ms)
4194:		807	(0.0807 ms)
4195:		806	(0.0806 ms)
4196:		837	(0.0837 ms)
4197:		805	(0.0805 ms)
4198:		803	(0.0803 ms)
4199:		838	(0.0838 ms)
4200:		811	(0.0811 ms)
4201:		812	(0.0812 ms)
4202:		848	(0.0848 ms)
4203:		812	(0.0812 ms)
4204:		803	(0.0803 ms)
4205:		805	(0.0805 ms)
4206:		847	(0.0847 ms)
4207:		802	(0.0802 ms)
4208:		804	(0.0804 ms)
4209:		839	(0.0839 ms)
4210:		803	(0.0803 ms)
4211:		805	(0.0805 ms)
4212:		847	(0.0847 ms)
4213:		1657	(0.1657 ms)
4214:		1497	(0.1497 ms)
4215:		1569	(0.1569 ms)
