
Minimum time:  760	(0.076 ms)

Test #		Time
7569:		810	(0.081 ms)
7570:		855	(0.0855 ms)
7571:		793	(0.0793 ms)
7572:		805	(0.0805 ms)
7573:		847	(0.0847 ms)
7574:		804	(0.0804 ms)
7575:		803	(0.0803 ms)
7576:		843	(0.0843 ms)
7577:		807	(0.0807 ms)
7578:		804	(0.0804 ms)
7579:		841	(0.0841 ms)
7580:		803	(0.0803 ms)
7581:		809	(0.0809 ms)
7582:		842	(0.0842 ms)
7583:		818	(0.0818 ms)
7584:		806	(0.0806 ms)
7585:		834	(0.0834 ms)
7586:		803	(0.0803 ms)
7587:		803	(0.0803 ms)
7588:		805	(0.0805 ms)
7589:		853	(0.0853 ms)
7590:		804	(0.0804 ms)
7591:		807	(0.0807 ms)
7592:		845	(0.0845 ms)
7593:		811	(0.0811 ms)
7594:		802	(0.0802 ms)
7595:		1182	(0.1182 ms)
7596:		809	(0.0809 ms)
7597:		806	(0.0806 ms)
7598:		840	(0.084 ms)
7599:		807	(0.0807 ms)
7600:		801	(0.0801 ms)
7601:		847	(0.0847 ms)
7602:		805	(0.0805 ms)
7603:		800	(0.08 ms)
7604:		858	(0.0858 ms)
7605:		807	(0.0807 ms)
7606:		810	(0.081 ms)
7607:		851	(0.0851 ms)
7608:		794	(0.0794 ms)
7609:		803	(0.0803 ms)
7610:		840	(0.084 ms)
7611:		801	(0.0801 ms)
7612:		805	(0.0805 ms)
7613:		820	(0.082 ms)
7614:		805	(0.0805 ms)
7615:		812	(0.0812 ms)
7616:		850	(0.085 ms)
7617:		821	(0.0821 ms)
7618:		803	(0.0803 ms)
7619:		862	(0.0862 ms)
7620:		806	(0.0806 ms)
7621:		805	(0.0805 ms)
7622:		801	(0.0801 ms)
7623:		844	(0.0844 ms)
7624:		803	(0.0803 ms)
7625:		804	(0.0804 ms)
7626:		840	(0.084 ms)
7627:		803	(0.0803 ms)
7628:		804	(0.0804 ms)
7629:		837	(0.0837 ms)
7630:		801	(0.0801 ms)
7631:		841	(0.0841 ms)
7632:		1218	(0.1218 ms)
7633:		765	(0.0765 ms)
7634:		798	(0.0798 ms)
7635:		877	(0.0877 ms)
7636:		816	(0.0816 ms)
7637:		804	(0.0804 ms)
7638:		851	(0.0851 ms)
7639:		810	(0.081 ms)
7640:		803	(0.0803 ms)
7641:		841	(0.0841 ms)
7642:		807	(0.0807 ms)
7643:		817	(0.0817 ms)
7644:		847	(0.0847 ms)
7645:		809	(0.0809 ms)
7646:		804	(0.0804 ms)
7647:		849	(0.0849 ms)
7648:		806	(0.0806 ms)
7649:		808	(0.0808 ms)
7650:		852	(0.0852 ms)
7651:		810	(0.081 ms)
7652:		800	(0.08 ms)
7653:		840	(0.084 ms)
7654:		807	(0.0807 ms)
7655:		810	(0.081 ms)
7656:		783	(0.0783 ms)
7657:		848	(0.0848 ms)
7658:		801	(0.0801 ms)
7659:		806	(0.0806 ms)
7660:		840	(0.084 ms)
7661:		804	(0.0804 ms)
7662:		806	(0.0806 ms)
7663:		839	(0.0839 ms)
7664:		807	(0.0807 ms)
7665:		805	(0.0805 ms)
7666:		849	(0.0849 ms)
7667:		816	(0.0816 ms)
7668:		804	(0.0804 ms)
7669:		859	(0.0859 ms)
7670:		805	(0.0805 ms)
7671:		802	(0.0802 ms)
7672:		842	(0.0842 ms)
7673:		802	(0.0802 ms)
7674:		804	(0.0804 ms)
7675:		840	(0.084 ms)
7676:		767	(0.0767 ms)
7677:		789	(0.0789 ms)
7678:		845	(0.0845 ms)
7679:		805	(0.0805 ms)
7680:		811	(0.0811 ms)
7681:		840	(0.084 ms)
7682:		806	(0.0806 ms)
7683:		804	(0.0804 ms)
7684:		847	(0.0847 ms)
7685:		807	(0.0807 ms)
7686:		804	(0.0804 ms)
7687:		803	(0.0803 ms)
7688:		839	(0.0839 ms)
7689:		808	(0.0808 ms)
7690:		803	(0.0803 ms)
7691:		840	(0.084 ms)
7692:		819	(0.0819 ms)
7693:		805	(0.0805 ms)
7694:		843	(0.0843 ms)
7695:		803	(0.0803 ms)
7696:		799	(0.0799 ms)
7697:		827	(0.0827 ms)
7698:		800	(0.08 ms)
7699:		804	(0.0804 ms)
7700:		851	(0.0851 ms)
7701:		805	(0.0805 ms)
7702:		805	(0.0805 ms)
7703:		847	(0.0847 ms)
7704:		818	(0.0818 ms)
7705:		804	(0.0804 ms)
7706:		839	(0.0839 ms)
7707:		808	(0.0808 ms)
7708:		806	(0.0806 ms)
7709:		835	(0.0835 ms)
7710:		808	(0.0808 ms)
7711:		805	(0.0805 ms)
7712:		837	(0.0837 ms)
7713:		799	(0.0799 ms)
7714:		789	(0.0789 ms)
7715:		800	(0.08 ms)
7716:		854	(0.0854 ms)
7717:		800	(0.08 ms)
7718:		803	(0.0803 ms)
7719:		851	(0.0851 ms)
7720:		801	(0.0801 ms)
7721:		802	(0.0802 ms)
7722:		845	(0.0845 ms)
7723:		801	(0.0801 ms)
7724:		802	(0.0802 ms)
7725:		840	(0.084 ms)
7726:		807	(0.0807 ms)
7727:		803	(0.0803 ms)
7728:		840	(0.084 ms)
7729:		817	(0.0817 ms)
7730:		799	(0.0799 ms)
7731:		842	(0.0842 ms)
7732:		807	(0.0807 ms)
7733:		804	(0.0804 ms)
7734:		858	(0.0858 ms)
7735:		810	(0.081 ms)
7736:		808	(0.0808 ms)
7737:		845	(0.0845 ms)
7738:		804	(0.0804 ms)
7739:		803	(0.0803 ms)
7740:		837	(0.0837 ms)
7741:		816	(0.0816 ms)
7742:		802	(0.0802 ms)
7743:		835	(0.0835 ms)
7744:		803	(0.0803 ms)
7745:		804	(0.0804 ms)
7746:		803	(0.0803 ms)
7747:		835	(0.0835 ms)
7748:		806	(0.0806 ms)
7749:		802	(0.0802 ms)
7750:		849	(0.0849 ms)
7751:		808	(0.0808 ms)
7752:		798	(0.0798 ms)
7753:		856	(0.0856 ms)
7754:		804	(0.0804 ms)
7755:		802	(0.0802 ms)
7756:		871	(0.0871 ms)
7757:		804	(0.0804 ms)
7758:		801	(0.0801 ms)
7759:		840	(0.084 ms)
7760:		806	(0.0806 ms)
7761:		804	(0.0804 ms)
7762:		836	(0.0836 ms)
7763:		806	(0.0806 ms)
7764:		804	(0.0804 ms)
7765:		855	(0.0855 ms)
7766:		808	(0.0808 ms)
7767:		802	(0.0802 ms)
7768:		848	(0.0848 ms)
7769:		806	(0.0806 ms)
7770:		804	(0.0804 ms)
7771:		838	(0.0838 ms)
7772:		806	(0.0806 ms)
7773:		803	(0.0803 ms)
7774:		832	(0.0832 ms)
7775:		808	(0.0808 ms)
7776:		806	(0.0806 ms)
7777:		847	(0.0847 ms)
7778:		808	(0.0808 ms)
7779:		803	(0.0803 ms)
7780:		800	(0.08 ms)
7781:		847	(0.0847 ms)
7782:		803	(0.0803 ms)
7783:		798	(0.0798 ms)
7784:		847	(0.0847 ms)
7785:		802	(0.0802 ms)
7786:		801	(0.0801 ms)
7787:		843	(0.0843 ms)
7788:		804	(0.0804 ms)
7789:		807	(0.0807 ms)
7790:		849	(0.0849 ms)
7791:		805	(0.0805 ms)
7792:		802	(0.0802 ms)
7793:		837	(0.0837 ms)
7794:		804	(0.0804 ms)
7795:		807	(0.0807 ms)
7796:		843	(0.0843 ms)
7797:		802	(0.0802 ms)
7798:		803	(0.0803 ms)
7799:		854	(0.0854 ms)
7800:		808	(0.0808 ms)
7801:		808	(0.0808 ms)
7802:		850	(0.085 ms)
7803:		807	(0.0807 ms)
7804:		806	(0.0806 ms)
7805:		840	(0.084 ms)
7806:		803	(0.0803 ms)
7807:		802	(0.0802 ms)
7808:		832	(0.0832 ms)
7809:		807	(0.0807 ms)
7810:		802	(0.0802 ms)
7811:		803	(0.0803 ms)
7812:		844	(0.0844 ms)
7813:		806	(0.0806 ms)
7814:		911	(0.0911 ms)
7815:		1276	(0.1276 ms)
7816:		1110	(0.111 ms)
7817:		1379	(0.1379 ms)
7818:		1043	(0.1043 ms)
7819:		802	(0.0802 ms)
7820:		802	(0.0802 ms)
7821:		843	(0.0843 ms)
7822:		807	(0.0807 ms)
7823:		803	(0.0803 ms)
7824:		850	(0.085 ms)
7825:		807	(0.0807 ms)
7826:		802	(0.0802 ms)
7827:		845	(0.0845 ms)
7828:		801	(0.0801 ms)
7829:		788	(0.0788 ms)
7830:		837	(0.0837 ms)
7831:		804	(0.0804 ms)
7832:		800	(0.08 ms)
7833:		836	(0.0836 ms)
7834:		804	(0.0804 ms)
7835:		807	(0.0807 ms)
7836:		839	(0.0839 ms)
7837:		816	(0.0816 ms)
7838:		803	(0.0803 ms)
7839:		838	(0.0838 ms)
7840:		803	(0.0803 ms)
7841:		799	(0.0799 ms)
7842:		835	(0.0835 ms)
7843:		805	(0.0805 ms)
7844:		801	(0.0801 ms)
7845:		792	(0.0792 ms)
7846:		814	(0.0814 ms)
7847:		762	(0.0762 ms)
7848:		797	(0.0797 ms)
7849:		848	(0.0848 ms)
7850:		801	(0.0801 ms)
7851:		801	(0.0801 ms)
7852:		845	(0.0845 ms)
7853:		800	(0.08 ms)
7854:		802	(0.0802 ms)
7855:		840	(0.084 ms)
7856:		804	(0.0804 ms)
7857:		805	(0.0805 ms)
7858:		836	(0.0836 ms)
7859:		804	(0.0804 ms)
7860:		804	(0.0804 ms)
7861:		857	(0.0857 ms)
7862:		809	(0.0809 ms)
7863:		802	(0.0802 ms)
7864:		843	(0.0843 ms)
7865:		805	(0.0805 ms)
7866:		801	(0.0801 ms)
7867:		840	(0.084 ms)
7868:		807	(0.0807 ms)
7869:		805	(0.0805 ms)
7870:		838	(0.0838 ms)
7871:		808	(0.0808 ms)
7872:		809	(0.0809 ms)
7873:		806	(0.0806 ms)
7874:		850	(0.085 ms)
7875:		808	(0.0808 ms)
7876:		804	(0.0804 ms)
7877:		851	(0.0851 ms)
7878:		811	(0.0811 ms)
7879:		800	(0.08 ms)
7880:		852	(0.0852 ms)
7881:		805	(0.0805 ms)
7882:		804	(0.0804 ms)
7883:		843	(0.0843 ms)
7884:		809	(0.0809 ms)
7885:		802	(0.0802 ms)
7886:		850	(0.085 ms)
7887:		806	(0.0806 ms)
7888:		805	(0.0805 ms)
7889:		841	(0.0841 ms)
7890:		808	(0.0808 ms)
7891:		835	(0.0835 ms)
7892:		846	(0.0846 ms)
7893:		810	(0.081 ms)
7894:		804	(0.0804 ms)
7895:		855	(0.0855 ms)
7896:		810	(0.081 ms)
7897:		803	(0.0803 ms)
7898:		851	(0.0851 ms)
7899:		788	(0.0788 ms)
7900:		805	(0.0805 ms)
7901:		837	(0.0837 ms)
7902:		802	(0.0802 ms)
7903:		807	(0.0807 ms)
7904:		808	(0.0808 ms)
7905:		840	(0.084 ms)
7906:		804	(0.0804 ms)
7907:		804	(0.0804 ms)
7908:		846	(0.0846 ms)
7909:		803	(0.0803 ms)
7910:		805	(0.0805 ms)
7911:		853	(0.0853 ms)
7912:		805	(0.0805 ms)
7913:		810	(0.081 ms)
7914:		840	(0.084 ms)
7915:		801	(0.0801 ms)
7916:		804	(0.0804 ms)
7917:		841	(0.0841 ms)
7918:		811	(0.0811 ms)
7919:		804	(0.0804 ms)
7920:		839	(0.0839 ms)
7921:		811	(0.0811 ms)
7922:		811	(0.0811 ms)
7923:		835	(0.0835 ms)
7924:		802	(0.0802 ms)
7925:		776	(0.0776 ms)
7926:		836	(0.0836 ms)
7927:		802	(0.0802 ms)
7928:		810	(0.081 ms)
7929:		843	(0.0843 ms)
7930:		806	(0.0806 ms)
7931:		806	(0.0806 ms)
7932:		827	(0.0827 ms)
7933:		807	(0.0807 ms)
7934:		807	(0.0807 ms)
7935:		812	(0.0812 ms)
7936:		841	(0.0841 ms)
7937:		808	(0.0808 ms)
7938:		803	(0.0803 ms)
7939:		841	(0.0841 ms)
7940:		807	(0.0807 ms)
7941:		802	(0.0802 ms)
7942:		849	(0.0849 ms)
7943:		808	(0.0808 ms)
7944:		804	(0.0804 ms)
7945:		855	(0.0855 ms)
7946:		809	(0.0809 ms)
7947:		813	(0.0813 ms)
7948:		847	(0.0847 ms)
7949:		806	(0.0806 ms)
7950:		799	(0.0799 ms)
7951:		843	(0.0843 ms)
7952:		811	(0.0811 ms)
7953:		803	(0.0803 ms)
7954:		841	(0.0841 ms)
7955:		805	(0.0805 ms)
7956:		802	(0.0802 ms)
7957:		839	(0.0839 ms)
7958:		803	(0.0803 ms)
7959:		813	(0.0813 ms)
7960:		858	(0.0858 ms)
7961:		807	(0.0807 ms)
7962:		802	(0.0802 ms)
7963:		844	(0.0844 ms)
7964:		803	(0.0803 ms)
7965:		802	(0.0802 ms)
7966:		840	(0.084 ms)
7967:		803	(0.0803 ms)
7968:		800	(0.08 ms)
7969:		804	(0.0804 ms)
7970:		835	(0.0835 ms)
7971:		815	(0.0815 ms)
7972:		810	(0.081 ms)
7973:		843	(0.0843 ms)
7974:		809	(0.0809 ms)
7975:		799	(0.0799 ms)
7976:		847	(0.0847 ms)
7977:		805	(0.0805 ms)
7978:		805	(0.0805 ms)
7979:		846	(0.0846 ms)
7980:		803	(0.0803 ms)
7981:		807	(0.0807 ms)
7982:		842	(0.0842 ms)
7983:		818	(0.0818 ms)
7984:		793	(0.0793 ms)
7985:		838	(0.0838 ms)
7986:		806	(0.0806 ms)
7987:		804	(0.0804 ms)
7988:		840	(0.084 ms)
7989:		807	(0.0807 ms)
7990:		805	(0.0805 ms)
7991:		843	(0.0843 ms)
7992:		807	(0.0807 ms)
7993:		800	(0.08 ms)
7994:		843	(0.0843 ms)
7995:		802	(0.0802 ms)
7996:		1594	(0.1594 ms)
7997:		890	(0.089 ms)
7998:		1157	(0.1157 ms)
7999:		810	(0.081 ms)
8000:		848	(0.0848 ms)
8001:		814	(0.0814 ms)
8002:		805	(0.0805 ms)
8003:		806	(0.0806 ms)
8004:		844	(0.0844 ms)
8005:		807	(0.0807 ms)
8006:		788	(0.0788 ms)
8007:		838	(0.0838 ms)
8008:		800	(0.08 ms)
8009:		805	(0.0805 ms)
8010:		844	(0.0844 ms)
8011:		802	(0.0802 ms)
8012:		807	(0.0807 ms)
8013:		844	(0.0844 ms)
8014:		806	(0.0806 ms)
8015:		803	(0.0803 ms)
8016:		846	(0.0846 ms)
8017:		801	(0.0801 ms)
8018:		801	(0.0801 ms)
8019:		849	(0.0849 ms)
8020:		803	(0.0803 ms)
8021:		801	(0.0801 ms)
8022:		853	(0.0853 ms)
8023:		807	(0.0807 ms)
8024:		805	(0.0805 ms)
8025:		842	(0.0842 ms)
8026:		801	(0.0801 ms)
8027:		802	(0.0802 ms)
8028:		840	(0.084 ms)
8029:		805	(0.0805 ms)
8030:		803	(0.0803 ms)
8031:		1001	(0.1001 ms)
8032:		820	(0.082 ms)
8033:		814	(0.0814 ms)
8034:		815	(0.0815 ms)
8035:		854	(0.0854 ms)
8036:		821	(0.0821 ms)
8037:		818	(0.0818 ms)
8038:		859	(0.0859 ms)
8039:		821	(0.0821 ms)
8040:		822	(0.0822 ms)
8041:		867	(0.0867 ms)
8042:		817	(0.0817 ms)
8043:		827	(0.0827 ms)
8044:		860	(0.086 ms)
8045:		826	(0.0826 ms)
8046:		820	(0.082 ms)
8047:		856	(0.0856 ms)
8048:		822	(0.0822 ms)
8049:		818	(0.0818 ms)
8050:		857	(0.0857 ms)
8051:		826	(0.0826 ms)
8052:		808	(0.0808 ms)
8053:		854	(0.0854 ms)
8054:		822	(0.0822 ms)
8055:		829	(0.0829 ms)
8056:		877	(0.0877 ms)
8057:		828	(0.0828 ms)
8058:		816	(0.0816 ms)
8059:		853	(0.0853 ms)
8060:		824	(0.0824 ms)
8061:		821	(0.0821 ms)
8062:		858	(0.0858 ms)
8063:		823	(0.0823 ms)
8064:		821	(0.0821 ms)
8065:		816	(0.0816 ms)
8066:		858	(0.0858 ms)
8067:		828	(0.0828 ms)
8068:		817	(0.0817 ms)
8069:		854	(0.0854 ms)
8070:		819	(0.0819 ms)
8071:		817	(0.0817 ms)
8072:		875	(0.0875 ms)
8073:		824	(0.0824 ms)
8074:		818	(0.0818 ms)
8075:		872	(0.0872 ms)
8076:		823	(0.0823 ms)
8077:		821	(0.0821 ms)
8078:		859	(0.0859 ms)
8079:		834	(0.0834 ms)
8080:		820	(0.082 ms)
8081:		861	(0.0861 ms)
8082:		820	(0.082 ms)
8083:		817	(0.0817 ms)
8084:		857	(0.0857 ms)
8085:		823	(0.0823 ms)
8086:		819	(0.0819 ms)
8087:		861	(0.0861 ms)
8088:		824	(0.0824 ms)
8089:		819	(0.0819 ms)
8090:		871	(0.0871 ms)
8091:		831	(0.0831 ms)
8092:		823	(0.0823 ms)
8093:		859	(0.0859 ms)
8094:		826	(0.0826 ms)
8095:		823	(0.0823 ms)
8096:		822	(0.0822 ms)
8097:		859	(0.0859 ms)
8098:		824	(0.0824 ms)
8099:		820	(0.082 ms)
8100:		854	(0.0854 ms)
8101:		823	(0.0823 ms)
8102:		822	(0.0822 ms)
8103:		1141	(0.1141 ms)
8104:		1017	(0.1017 ms)
8105:		903	(0.0903 ms)
8106:		938	(0.0938 ms)
8107:		875	(0.0875 ms)
8108:		867	(0.0867 ms)
8109:		898	(0.0898 ms)
8110:		865	(0.0865 ms)
8111:		853	(0.0853 ms)
8112:		883	(0.0883 ms)
8113:		889	(0.0889 ms)
8114:		850	(0.085 ms)
8115:		886	(0.0886 ms)
8116:		848	(0.0848 ms)
8117:		823	(0.0823 ms)
8118:		851	(0.0851 ms)
8119:		849	(0.0849 ms)
8120:		843	(0.0843 ms)
8121:		874	(0.0874 ms)
8122:		841	(0.0841 ms)
8123:		834	(0.0834 ms)
8124:		864	(0.0864 ms)
8125:		863	(0.0863 ms)
8126:		832	(0.0832 ms)
8127:		870	(0.087 ms)
8128:		836	(0.0836 ms)
8129:		835	(0.0835 ms)
8130:		832	(0.0832 ms)
8131:		869	(0.0869 ms)
8132:		823	(0.0823 ms)
8133:		828	(0.0828 ms)
8134:		879	(0.0879 ms)
8135:		835	(0.0835 ms)
8136:		829	(0.0829 ms)
8137:		882	(0.0882 ms)
8138:		789	(0.0789 ms)
8139:		781	(0.0781 ms)
8140:		839	(0.0839 ms)
8141:		792	(0.0792 ms)
8142:		826	(0.0826 ms)
8143:		867	(0.0867 ms)
8144:		829	(0.0829 ms)
8145:		829	(0.0829 ms)
8146:		868	(0.0868 ms)
8147:		825	(0.0825 ms)
8148:		826	(0.0826 ms)
8149:		910	(0.091 ms)
8150:		828	(0.0828 ms)
8151:		828	(0.0828 ms)
8152:		876	(0.0876 ms)
8153:		826	(0.0826 ms)
8154:		823	(0.0823 ms)
8155:		863	(0.0863 ms)
8156:		827	(0.0827 ms)
8157:		825	(0.0825 ms)
8158:		858	(0.0858 ms)
8159:		829	(0.0829 ms)
8160:		829	(0.0829 ms)
8161:		875	(0.0875 ms)
8162:		792	(0.0792 ms)
8163:		815	(0.0815 ms)
8164:		829	(0.0829 ms)
8165:		858	(0.0858 ms)
8166:		826	(0.0826 ms)
8167:		828	(0.0828 ms)
8168:		876	(0.0876 ms)
8169:		832	(0.0832 ms)
8170:		823	(0.0823 ms)
8171:		860	(0.086 ms)
8172:		829	(0.0829 ms)
8173:		1032	(0.1032 ms)
8174:		911	(0.0911 ms)
8175:		829	(0.0829 ms)
8176:		823	(0.0823 ms)
8177:		876	(0.0876 ms)
8178:		832	(0.0832 ms)
8179:		833	(0.0833 ms)
8180:		878	(0.0878 ms)
8181:		828	(0.0828 ms)
8182:		821	(0.0821 ms)
8183:		863	(0.0863 ms)
8184:		858	(0.0858 ms)
8185:		816	(0.0816 ms)
8186:		868	(0.0868 ms)
8187:		831	(0.0831 ms)
8188:		823	(0.0823 ms)
8189:		864	(0.0864 ms)
8190:		826	(0.0826 ms)
8191:		821	(0.0821 ms)
8192:		857	(0.0857 ms)
8193:		827	(0.0827 ms)
8194:		821	(0.0821 ms)
8195:		874	(0.0874 ms)
8196:		860	(0.086 ms)
8197:		812	(0.0812 ms)
8198:		866	(0.0866 ms)
8199:		822	(0.0822 ms)
8200:		818	(0.0818 ms)
8201:		858	(0.0858 ms)
8202:		822	(0.0822 ms)
8203:		821	(0.0821 ms)
8204:		855	(0.0855 ms)
8205:		823	(0.0823 ms)
8206:		822	(0.0822 ms)
8207:		819	(0.0819 ms)
8208:		876	(0.0876 ms)
8209:		808	(0.0808 ms)
8210:		821	(0.0821 ms)
8211:		875	(0.0875 ms)
8212:		826	(0.0826 ms)
8213:		825	(0.0825 ms)
8214:		862	(0.0862 ms)
8215:		820	(0.082 ms)
8216:		823	(0.0823 ms)
8217:		865	(0.0865 ms)
8218:		823	(0.0823 ms)
8219:		825	(0.0825 ms)
8220:		876	(0.0876 ms)
8221:		829	(0.0829 ms)
8222:		826	(0.0826 ms)
8223:		866	(0.0866 ms)
8224:		825	(0.0825 ms)
8225:		824	(0.0824 ms)
8226:		899	(0.0899 ms)
8227:		831	(0.0831 ms)
8228:		829	(0.0829 ms)
8229:		869	(0.0869 ms)
8230:		825	(0.0825 ms)
8231:		821	(0.0821 ms)
8232:		874	(0.0874 ms)
8233:		815	(0.0815 ms)
8234:		824	(0.0824 ms)
8235:		855	(0.0855 ms)
8236:		825	(0.0825 ms)
8237:		826	(0.0826 ms)
8238:		858	(0.0858 ms)
8239:		827	(0.0827 ms)
8240:		825	(0.0825 ms)
8241:		858	(0.0858 ms)
8242:		833	(0.0833 ms)
8243:		823	(0.0823 ms)
8244:		828	(0.0828 ms)
8245:		865	(0.0865 ms)
8246:		828	(0.0828 ms)
8247:		823	(0.0823 ms)
8248:		860	(0.086 ms)
8249:		826	(0.0826 ms)
8250:		823	(0.0823 ms)
8251:		857	(0.0857 ms)
8252:		825	(0.0825 ms)
8253:		825	(0.0825 ms)
8254:		862	(0.0862 ms)
8255:		823	(0.0823 ms)
8256:		849	(0.0849 ms)
8257:		865	(0.0865 ms)
8258:		827	(0.0827 ms)
8259:		824	(0.0824 ms)
8260:		876	(0.0876 ms)
8261:		830	(0.083 ms)
8262:		823	(0.0823 ms)
8263:		865	(0.0865 ms)
8264:		826	(0.0826 ms)
8265:		822	(0.0822 ms)
8266:		860	(0.086 ms)
8267:		823	(0.0823 ms)
8268:		832	(0.0832 ms)
8269:		862	(0.0862 ms)
8270:		784	(0.0784 ms)
8271:		789	(0.0789 ms)
8272:		849	(0.0849 ms)
8273:		829	(0.0829 ms)
8274:		819	(0.0819 ms)
8275:		822	(0.0822 ms)
8276:		870	(0.087 ms)
8277:		825	(0.0825 ms)
8278:		826	(0.0826 ms)
8279:		863	(0.0863 ms)
8280:		828	(0.0828 ms)
8281:		827	(0.0827 ms)
8282:		868	(0.0868 ms)
8283:		821	(0.0821 ms)
8284:		823	(0.0823 ms)
8285:		860	(0.086 ms)
8286:		823	(0.0823 ms)
8287:		824	(0.0824 ms)
8288:		859	(0.0859 ms)
8289:		827	(0.0827 ms)
8290:		824	(0.0824 ms)
8291:		868	(0.0868 ms)
8292:		833	(0.0833 ms)
8293:		827	(0.0827 ms)
8294:		861	(0.0861 ms)
8295:		824	(0.0824 ms)
8296:		823	(0.0823 ms)
8297:		861	(0.0861 ms)
8298:		820	(0.082 ms)
8299:		827	(0.0827 ms)
8300:		859	(0.0859 ms)
8301:		826	(0.0826 ms)
8302:		820	(0.082 ms)
8303:		857	(0.0857 ms)
8304:		824	(0.0824 ms)
8305:		813	(0.0813 ms)
8306:		857	(0.0857 ms)
8307:		831	(0.0831 ms)
8308:		818	(0.0818 ms)
8309:		821	(0.0821 ms)
8310:		874	(0.0874 ms)
8311:		822	(0.0822 ms)
8312:		821	(0.0821 ms)
8313:		863	(0.0863 ms)
8314:		818	(0.0818 ms)
8315:		819	(0.0819 ms)
8316:		891	(0.0891 ms)
8317:		822	(0.0822 ms)
8318:		827	(0.0827 ms)
8319:		861	(0.0861 ms)
8320:		821	(0.0821 ms)
8321:		821	(0.0821 ms)
8322:		864	(0.0864 ms)
8323:		824	(0.0824 ms)
8324:		819	(0.0819 ms)
8325:		863	(0.0863 ms)
8326:		824	(0.0824 ms)
8327:		853	(0.0853 ms)
8328:		872	(0.0872 ms)
8329:		810	(0.081 ms)
8330:		820	(0.082 ms)
8331:		862	(0.0862 ms)
8332:		808	(0.0808 ms)
8333:		809	(0.0809 ms)
8334:		857	(0.0857 ms)
8335:		821	(0.0821 ms)
8336:		818	(0.0818 ms)
8337:		857	(0.0857 ms)
8338:		824	(0.0824 ms)
8339:		851	(0.0851 ms)
8340:		856	(0.0856 ms)
8341:		830	(0.083 ms)
8342:		822	(0.0822 ms)
8343:		822	(0.0822 ms)
8344:		866	(0.0866 ms)
8345:		827	(0.0827 ms)
8346:		821	(0.0821 ms)
8347:		861	(0.0861 ms)
8348:		819	(0.0819 ms)
8349:		823	(0.0823 ms)
8350:		859	(0.0859 ms)
8351:		881	(0.0881 ms)
8352:		957	(0.0957 ms)
8353:		879	(0.0879 ms)
8354:		827	(0.0827 ms)
8355:		824	(0.0824 ms)
8356:		870	(0.087 ms)
8357:		830	(0.083 ms)
8358:		818	(0.0818 ms)
8359:		861	(0.0861 ms)
8360:		822	(0.0822 ms)
8361:		827	(0.0827 ms)
8362:		856	(0.0856 ms)
8363:		855	(0.0855 ms)
8364:		809	(0.0809 ms)
8365:		860	(0.086 ms)
8366:		823	(0.0823 ms)
8367:		822	(0.0822 ms)
8368:		865	(0.0865 ms)
8369:		825	(0.0825 ms)
8370:		822	(0.0822 ms)
8371:		855	(0.0855 ms)
8372:		828	(0.0828 ms)
8373:		821	(0.0821 ms)
8374:		865	(0.0865 ms)
8375:		853	(0.0853 ms)
8376:		826	(0.0826 ms)
8377:		853	(0.0853 ms)
8378:		824	(0.0824 ms)
8379:		820	(0.082 ms)
8380:		814	(0.0814 ms)
8381:		852	(0.0852 ms)
8382:		821	(0.0821 ms)
8383:		817	(0.0817 ms)
8384:		863	(0.0863 ms)
8385:		823	(0.0823 ms)
8386:		821	(0.0821 ms)
8387:		889	(0.0889 ms)
8388:		796	(0.0796 ms)
8389:		782	(0.0782 ms)
8390:		845	(0.0845 ms)
8391:		823	(0.0823 ms)
8392:		818	(0.0818 ms)
8393:		857	(0.0857 ms)
8394:		820	(0.082 ms)
8395:		818	(0.0818 ms)
8396:		859	(0.0859 ms)
8397:		819	(0.0819 ms)
8398:		818	(0.0818 ms)
8399:		880	(0.088 ms)
8400:		825	(0.0825 ms)
8401:		821	(0.0821 ms)
8402:		857	(0.0857 ms)
8403:		825	(0.0825 ms)
8404:		822	(0.0822 ms)
8405:		866	(0.0866 ms)
8406:		828	(0.0828 ms)
8407:		824	(0.0824 ms)
8408:		819	(0.0819 ms)
8409:		867	(0.0867 ms)
8410:		825	(0.0825 ms)
8411:		863	(0.0863 ms)
8412:		863	(0.0863 ms)
8413:		826	(0.0826 ms)
8414:		820	(0.082 ms)
8415:		859	(0.0859 ms)
8416:		827	(0.0827 ms)
8417:		824	(0.0824 ms)
8418:		858	(0.0858 ms)
8419:		825	(0.0825 ms)
8420:		821	(0.0821 ms)
8421:		869	(0.0869 ms)
8422:		833	(0.0833 ms)
8423:		864	(0.0864 ms)
8424:		874	(0.0874 ms)
8425:		824	(0.0824 ms)
8426:		820	(0.082 ms)
8427:		864	(0.0864 ms)
8428:		797	(0.0797 ms)
8429:		816	(0.0816 ms)
8430:		858	(0.0858 ms)
8431:		820	(0.082 ms)
8432:		823	(0.0823 ms)
8433:		859	(0.0859 ms)
8434:		828	(0.0828 ms)
8435:		850	(0.085 ms)
8436:		861	(0.0861 ms)
8437:		825	(0.0825 ms)
8438:		825	(0.0825 ms)
8439:		875	(0.0875 ms)
8440:		828	(0.0828 ms)
8441:		821	(0.0821 ms)
8442:		851	(0.0851 ms)
8443:		825	(0.0825 ms)
8444:		815	(0.0815 ms)
8445:		783	(0.0783 ms)
